BDCAIREAGUA,BDCAIREAGUA,BDCAIREAGUA,BDCAIREAGUA,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR
SIS5_EQ1_EQ_ED_AireAgua_BDC-ACS-Defecto,SIS5_EQ1_EQ_ED_AireAgua_BDC-ACS-Defecto,SIS5_EQ1_EQ_ED_AireAgua_BDC-ACS-Defecto,SIS5_EQ1_EQ_ED_AireAgua_BDC-ACS-Defecto,SIS6_EQ1_EQ_ED_UnidadExterior-Defecto,SIS6_EQ1_EQ_ED_UnidadExterior-Defecto,SIS6_EQ1_EQ_ED_UnidadExterior-Defecto,SIS6_EQ1_EQ_ED_UnidadExterior-Defecto,SIS2_EQ1_EQ_ED_UnidadExterior-Defecto,SIS2_EQ1_EQ_ED_UnidadExterior-Defecto,SIS2_EQ1_EQ_ED_UnidadExterior-Defecto,SIS2_EQ1_EQ_ED_UnidadExterior-Defecto,SIS3_EQ2_EQ_ED_UnidadExterior-Defecto,SIS3_EQ2_EQ_ED_UnidadExterior-Defecto,SIS3_EQ2_EQ_ED_UnidadExterior-Defecto,SIS3_EQ2_EQ_ED_UnidadExterior-Defecto,SIS4_EQ3_EQ_ED_UnidadExterior-Defecto,SIS4_EQ3_EQ_ED_UnidadExterior-Defecto,SIS4_EQ3_EQ_ED_UnidadExterior-Defecto,SIS4_EQ3_EQ_ED_UnidadExterior-Defecto
ConsumoACS,ConsumoCAL,ConsumoREF,Energía Suministrada,conCal,conRef,potCal,potTotRef,conCal,conRef,potCal,potTotRef,conCal,conRef,potCal,potTotRef,conCal,conRef,potCal,potTotRef
Consumo horario en W asociado a ACS (prorrateando con la demanda),Consumo horario en W asociado a la calefacción (prorrateando con la demanda),Consumo horario en W asociado a refrigeración,Energía Suministrada en W,Consumo horario eléctrico en W para producir calefacción,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para calefacción,Potencia horaria entregada W para refrigeración,Consumo horario eléctrico en W para producir calefacción,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para calefacción,Potencia horaria entregada W para refrigeración,Consumo horario eléctrico en W para producir calefacción,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para calefacción,Potencia horaria entregada W para refrigeración,Consumo horario eléctrico en W para producir calefacción,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para calefacción,Potencia horaria entregada W para refrigeración
Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad
672.88 ,  0.00 ,  0.00 , 2210.38 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
952.22 ,  0.00 ,  0.00 , 3094.54 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
823.36 ,  0.00 ,  0.00 , 2652.46 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
832.62 ,  0.00 ,  0.00 , 2652.46 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
699.44 ,  0.00 ,  0.00 , 2210.38 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
709.30 ,  0.00 ,  0.00 , 2210.38 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
143.92 ,  0.00 ,  0.00 , 442.08 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
150.65 ,  0.00 ,  0.00 , 442.08 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
454.95 ,  0.00 ,  0.00 , 1326.23 , 4112.89 ,  0.00 , 11095.62 ,  0.00 , 3961.78 ,  0.00 , 10457.55 ,  0.00 , 4027.62 ,  0.00 , 10735.39 ,  0.00 , 4600.02 ,  0.00 , 13162.17 ,  0.00 
1488.71 ,  0.00 ,  0.00 , 4420.77 , 3749.53 ,  0.00 , 10177.67 ,  0.00 , 3659.51 ,  0.00 , 9780.48 ,  0.00 , 3719.19 ,  0.00 , 10043.72 ,  0.00 , 4120.35 ,  0.00 , 11819.95 ,  0.00 
1023.63 ,  0.00 ,  0.00 , 3094.54 , 3392.13 ,  0.00 , 9140.57 ,  0.00 , 3319.82 ,  0.00 , 8808.35 ,  0.00 , 3376.19 ,  0.00 , 9067.31 ,  0.00 , 3687.37 ,  0.00 , 10501.50 ,  0.00 
1002.49 ,  0.00 ,  0.00 , 3094.54 , 2881.70 ,  0.00 , 7314.00 ,  0.00 , 2814.87 ,  0.00 , 6993.69 ,  0.00 , 2870.25 ,  0.00 , 7259.07 ,  0.00 , 3114.92 ,  0.00 , 8435.27 ,  0.00 
842.20 ,  0.00 ,  0.00 , 2652.46 , 2379.64 ,  0.00 , 5300.33 ,  0.00 , 2310.24 ,  0.00 , 4954.98 ,  0.00 , 2368.00 ,  0.00 , 5242.36 ,  0.00 , 2598.08 ,  0.00 , 6391.05 ,  0.00 
832.62 ,  0.00 ,  0.00 , 2652.46 , 2062.76 ,  0.00 , 3903.45 ,  0.00 , 2008.94 ,  0.00 , 3630.39 ,  0.00 , 2085.83 ,  0.00 , 4020.59 ,  0.00 , 2284.19 ,  0.00 , 5030.68 ,  0.00 
691.53 ,  0.00 ,  0.00 , 2210.38 , 1859.82 ,  0.00 , 2916.76 ,  0.00 , 1820.33 ,  0.00 , 2715.95 ,  0.00 , 1878.46 ,  0.00 , 3011.62 ,  0.00 , 2071.30 ,  0.00 , 3995.69 ,  0.00 
680.16 ,  0.00 ,  0.00 , 2210.38 , 1496.64 ,  0.00 , 1224.64 ,  0.00 , 1475.92 ,  0.00 , 1116.28 ,  0.00 , 1483.48 ,  0.00 , 1155.77 ,  0.00 , 1651.50 ,  0.00 , 2036.57 ,  0.00 
541.19 ,  0.00 ,  0.00 , 1768.31 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
406.79 ,  0.00 ,  0.00 , 1326.23 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
538.30 ,  0.00 ,  0.00 , 1768.31 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
537.14 ,  0.00 ,  0.00 , 1768.31 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
680.16 ,  0.00 ,  0.00 , 2210.38 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
962.75 ,  0.00 ,  0.00 , 3094.54 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
834.54 ,  0.00 ,  0.00 , 2652.46 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
844.18 ,  0.00 ,  0.00 , 2652.46 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
715.26 ,  0.00 ,  0.00 , 2210.38 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.37 ,  0.00 ,  0.00 , 2210.38 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
147.74 ,  0.00 ,  0.00 , 442.08 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
157.21 ,  0.00 ,  0.00 , 442.08 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
476.45 ,  0.00 ,  0.00 , 1326.23 , 4880.58 ,  0.00 , 12353.57 ,  0.00 , 4126.32 ,  0.00 , 9528.76 ,  0.00 , 4220.50 ,  0.00 , 9879.86 ,  0.00 , 5827.70 ,  0.00 , 15936.39 ,  0.00 
1588.15 ,  0.00 ,  0.00 , 4420.77 , 5041.34 ,  0.00 , 12959.20 ,  0.00 , 4596.53 ,  0.00 , 11286.41 ,  0.00 , 4593.09 ,  0.00 , 11273.49 ,  0.00 , 5319.63 ,  0.00 , 14010.18 ,  0.00 
1079.01 ,  0.00 ,  0.00 , 3094.54 , 3996.25 ,  0.00 , 10038.79 ,  0.00 , 3528.76 ,  0.00 , 8157.82 ,  0.00 , 3526.02 ,  0.00 , 8146.83 ,  0.00 , 4153.46 ,  0.00 , 10674.52 ,  0.00 
1042.09 ,  0.00 ,  0.00 , 3094.54 , 3093.39 ,  0.00 , 7297.10 ,  0.00 , 2639.49 ,  0.00 , 5325.51 ,  0.00 , 2643.07 ,  0.00 , 5341.02 ,  0.00 , 3155.84 ,  0.00 , 7569.78 ,  0.00 
868.79 ,  0.00 ,  0.00 , 2652.46 , 2315.10 ,  0.00 , 4410.18 ,  0.00 , 2083.23 ,  0.00 , 3345.10 ,  0.00 , 2071.21 ,  0.00 , 3290.02 ,  0.00 , 2372.79 ,  0.00 , 4676.07 ,  0.00 
851.16 ,  0.00 ,  0.00 , 2652.46 , 1861.53 ,  0.00 , 2594.15 ,  0.00 , 1691.25 ,  0.00 , 1779.97 ,  0.00 , 1668.78 ,  0.00 , 1672.81 ,  0.00 , 1967.14 ,  0.00 , 3100.83 ,  0.00 
695.45 ,  0.00 ,  0.00 , 2210.38 , 1473.84 ,  0.00 , 914.41 ,  0.00 , 1485.56 ,  0.00 , 972.70 ,  0.00 , 1479.14 ,  0.00 , 940.75 ,  0.00 , 1585.97 ,  0.00 , 1472.70 ,  0.00 
682.36 ,  0.00 ,  0.00 , 2210.38 , 1357.89 ,  0.00 , 477.92 ,  0.00 , 1332.02 ,  0.00 , 344.07 ,  0.00 , 1335.28 ,  0.00 , 360.90 ,  0.00 , 1375.85 ,  0.00 , 570.89 ,  0.00 
538.84 ,  0.00 ,  0.00 , 1768.31 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
399.04 ,  0.00 ,  0.00 , 1326.23 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
530.93 ,  0.00 ,  0.00 , 1768.31 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
535.37 ,  0.00 ,  0.00 , 1768.31 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
680.04 ,  0.00 ,  0.00 , 2210.38 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
960.41 ,  0.00 ,  0.00 , 3094.54 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
827.80 ,  0.00 ,  0.00 , 2652.46 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
825.93 ,  0.00 ,  0.00 , 2652.46 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
692.14 ,  0.00 ,  0.00 , 2210.38 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
697.68 ,  0.00 ,  0.00 , 2210.38 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
140.01 ,  0.00 ,  0.00 , 442.08 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
143.53 ,  0.00 ,  0.00 , 442.08 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
431.09 ,  0.00 ,  0.00 , 1326.23 , 2759.82 ,  0.00 , 6681.31 ,  0.00 , 2260.12 ,  0.00 , 4316.11 ,  0.00 , 2257.67 ,  0.00 , 4304.60 ,  0.00 , 3243.09 ,  0.00 , 8992.75 ,  0.00 
1406.46 ,  0.00 ,  0.00 , 4420.77 , 2731.62 ,  0.00 , 7055.91 ,  0.00 , 2247.99 ,  0.00 , 4642.26 ,  0.00 , 2245.71 ,  0.00 , 4630.94 ,  0.00 , 2804.69 ,  0.00 , 7422.84 ,  0.00 
950.79 ,  0.00 ,  0.00 , 3094.54 , 1699.40 ,  0.00 , 2332.74 ,  0.00 , 1542.49 ,  0.00 , 1501.78 ,  0.00 , 1520.16 ,  0.00 , 1383.81 ,  0.00 , 1751.25 ,  0.00 , 2608.05 ,  0.00 
929.77 ,  0.00 ,  0.00 , 3094.54 , 1417.36 ,  0.00 , 1022.42 ,  0.00 , 1319.81 ,  0.00 , 483.57 ,  0.00 , 1317.43 ,  0.00 , 470.43 ,  0.00 , 1419.09 ,  0.00 , 1031.99 ,  0.00 
777.78 ,  0.00 ,  0.00 , 2652.46 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 , 1277.79 ,  0.00 , 403.17 ,  0.00 
770.20 ,  0.00 ,  0.00 , 2652.46 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
635.71 ,  0.00 ,  0.00 , 2210.38 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
632.71 ,  0.00 ,  0.00 , 2210.38 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
508.57 ,  0.00 ,  0.00 , 1768.31 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
385.10 ,  0.00 ,  0.00 , 1326.23 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.98 ,  0.00 ,  0.00 , 1768.31 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
518.52 ,  0.00 ,  0.00 , 1768.31 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
653.32 ,  0.00 ,  0.00 , 2210.38 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
919.27 ,  0.00 ,  0.00 , 3094.54 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
790.34 ,  0.00 ,  0.00 , 2652.46 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
790.34 ,  0.00 ,  0.00 , 2652.46 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
662.01 ,  0.00 ,  0.00 , 2210.38 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
665.45 ,  0.00 ,  0.00 , 2210.38 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
133.09 ,  0.00 ,  0.00 , 442.08 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
136.41 ,  0.00 ,  0.00 , 442.08 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
409.66 ,  0.00 ,  0.00 , 1326.23 , 1747.26 ,  0.00 , 2535.35 ,  0.00 , 1507.26 ,  0.00 , 1276.39 ,  0.00 , 1481.12 ,  0.00 , 1139.76 ,  0.00 , 1995.71 ,  0.00 , 3847.03 ,  0.00 
1352.19 ,  0.00 ,  0.00 , 4420.77 , 2005.72 ,  0.00 , 4050.49 ,  0.00 , 1612.45 ,  0.00 , 1930.73 ,  0.00 , 1589.02 ,  0.00 , 1805.15 ,  0.00 , 2175.21 ,  0.00 , 4970.66 ,  0.00 
939.47 ,  0.00 ,  0.00 , 3094.54 , 1999.52 ,  0.00 , 4129.62 ,  0.00 , 1603.44 ,  0.00 , 1959.52 ,  0.00 , 1586.86 ,  0.00 , 1869.20 ,  0.00 , 2060.71 ,  0.00 , 4466.85 ,  0.00 
934.53 ,  0.00 ,  0.00 , 3094.54 , 1884.73 ,  0.00 , 3568.51 ,  0.00 , 1554.14 ,  0.00 , 1740.79 ,  0.00 , 1532.61 ,  0.00 , 1622.33 ,  0.00 , 1912.96 ,  0.00 , 3725.32 ,  0.00 
792.76 ,  0.00 ,  0.00 , 2652.46 , 1573.41 ,  0.00 , 1946.77 ,  0.00 , 1364.29 ,  0.00 , 773.42 ,  0.00 , 1365.87 ,  0.00 , 782.27 ,  0.00 , 1606.39 ,  0.00 , 2132.44 ,  0.00 
786.34 ,  0.00 ,  0.00 , 2652.46 , 1402.89 ,  0.00 , 1049.80 ,  0.00 , 1277.34 ,  0.00 , 336.43 ,  0.00 , 1298.47 ,  0.00 , 456.30 ,  0.00 , 1413.61 ,  0.00 , 1110.84 ,  0.00 
